plot_code,sub_plot,year,month,day,litterfall_trap_num,litterfall_trap_size_m2,leaves_MgC_ha_year,twigs_MgC_ha_year,flowers_MgC_ha_year,fruits_MgC_ha_year,seeds_MgC_ha_year,outros_MgC_ha_year,total_litterfall_MgC_ha_year,date,DaysBetween
ESA-05,8,2018,1,19,5.8,0.25,0.362469333,0,0,0.019077333,0,0,0.381546667,19/01/2018,15
ESA-05,9,2018,1,19,5.9,0.25,0.162157333,0,0,0,0,0,0.162157333,19/01/2018,15
ESA-05,12,2018,1,19,5.12,0.25,1.120793333,0.057232,0,0,0,0,1.178025333,19/01/2018,15
ESA-05,13,2018,1,19,5.13,0.25,0.610474667,0.033385333,0,0,0,0,0.64386,19/01/2018,15
ESA-05,14,2018,1,19,5.14,0.25,0.033385333,0.009538667,0,0,0,0,0.042924,19/01/2018,15
ESA-05,17,2018,1,19,5.17,0.25,0.138310667,0.066770667,0,0,0,0,0.205081333,19/01/2018,15
ESA-05,18,2018,1,19,5.18,0.25,0.829864,0,0,0.066770667,0,0,0.896634667,19/01/2018,15
ESA-05,19,2018,1,19,5.19,0.25,0.558012,0,0,0,0,0,0.558012,19/01/2018,15
ESA-05,7,2018,1,31,5.7,0.25,0.459048333,0.101348333,0,0,0,0,0.560396667,31/01/2018,12
ESA-05,8,2018,1,31,5.8,0.25,0.405393333,0,0,0,0,0,0.405393333,31/01/2018,12
ESA-05,9,2018,1,31,5.9,0.25,0.053655,0,0,0,0,0,0.053655,31/01/2018,12
ESA-05,12,2018,1,31,5.12,0.25,0.78694,0,0,0,0,0,0.78694,31/01/2018,12
ESA-05,13,2018,1,31,5.13,0.25,0.453086667,0,0,0,0.017885,0,0.470971667,31/01/2018,12
ESA-05,14,2018,1,31,5.14,0.25,0,0.011923333,0,0,0,0,0.011923333,31/01/2018,12
ESA-05,17,2018,1,31,5.17,0.25,0.10731,0,0,0,0,0,0.10731,31/01/2018,12
ESA-05,18,2018,1,31,5.18,0.25,1.25195,0,0,0,0.101348333,0,1.353298333,31/01/2018,12
ESA-05,19,2018,1,31,5.19,0.25,0.298083333,0,0,0,0,0,0.298083333,31/01/2018,12
ESA-05,7,2018,2,14,5.7,0.25,1.28772,0.00511,0,0,0.01022,0,1.30305,14/02/2018,14
ESA-05,8,2018,2,14,5.8,0.25,0.70518,0,0,0,0,0,0.70518,14/02/2018,14
ESA-05,9,2018,2,14,5.9,0.25,0,0,0,0,0.01022,0,0.01022,14/02/2018,14
ESA-05,12,2018,2,14,5.12,0.25,1.74762,0.65919,0,0,0,0,2.40681,14/02/2018,14
ESA-05,13,2018,2,14,5.13,0.25,0.46501,0,0,0,0,0,0.46501,14/02/2018,14
ESA-05,14,2018,2,14,5.14,0.25,0.24017,0.0511,0,0,0,0,0.29127,14/02/2018,14
ESA-05,17,2018,2,14,5.17,0.25,0.01533,0.03577,0,0,0,0,0.0511,14/02/2018,14
ESA-05,18,2018,2,14,5.18,0.25,1.29283,0,0,0,0,0,1.29283,14/02/2018,14
ESA-05,19,2018,2,14,5.19,0.25,0,0,0,0,0,0,0,14/02/2018,14
ESA-05,7,2018,2,28,5.7,0.25,1.1753,0.1022,0,0,0,0,1.2775,28/02/2018,14
ESA-05,8,2018,2,28,5.8,0.25,0.68985,0.07665,0,0,0,0,0.7665,28/02/2018,14
ESA-05,9,2018,2,28,5.9,0.25,0,0,0,0,0,0,0,28/02/2018,14
ESA-05,12,2018,2,28,5.12,0.25,1.35415,0.14308,0,0,0,0,1.49723,28/02/2018,14
ESA-05,13,2018,2,28,5.13,0.25,0.49567,0,0,0,0,0,0.49567,28/02/2018,14
ESA-05,14,2018,2,28,5.14,0.25,0.16863,0.21462,0,0,0,0,0.38325,28/02/2018,14
ESA-05,17,2018,2,28,5.17,0.25,0.01533,0.09198,0,0,0,0,0.10731,28/02/2018,14
ESA-05,18,2018,2,28,5.18,0.25,0.11753,0.12264,0,0,0,0,0.24017,28/02/2018,14
ESA-05,19,2018,2,28,5.19,0.25,0.25039,0.02555,0,0,0,0,0.27594,28/02/2018,14
ESA-05,7,2018,3,14,5.7,0.25,0.80227,0,0,0,0,0,0.80227,14/03/2018,14
ESA-05,8,2018,3,14,5.8,0.25,0.79716,0.11242,0,0,0,0,0.90958,14/03/2018,14
ESA-05,9,2018,3,14,5.9,0.25,0,0,0,0,0,0,0,14/03/2018,14
ESA-05,12,2018,3,14,5.12,0.25,3.00979,0,0,0,0,0,3.00979,14/03/2018,14
ESA-05,13,2018,3,14,5.13,0.25,0.48545,0,0,0,0,0,0.48545,14/03/2018,14
ESA-05,14,2018,3,14,5.14,0.25,0.60809,0,0,0,0,0,0.60809,14/03/2018,14
ESA-05,17,2018,3,14,5.17,0.25,0.7154,0,0,0,0,0,0.7154,14/03/2018,14
ESA-05,18,2018,3,14,5.18,0.25,0.7154,0,0,0,0,0,0.7154,14/03/2018,14
ESA-05,19,2018,3,14,5.19,0.25,0.61831,0,0,0,0,0,0.61831,14/03/2018,14
ESA-05,7,2018,3,28,5.7,0.25,0.44457,0.02044,0,0,0,0,0.46501,28/03/2018,14
ESA-05,8,2018,3,28,5.8,0.25,0.43946,0.01022,0,0,0,0,0.44968,28/03/2018,14
ESA-05,9,2018,3,28,5.9,0.25,0.03577,0,0,0,0,0,0.03577,28/03/2018,14
ESA-05,12,2018,3,28,5.12,0.25,1.84982,0.12264,0,0,0,0,1.97246,28/03/2018,14
ESA-05,13,2018,3,28,5.13,0.25,0,0,0,0,0,0,0,28/03/2018,14
ESA-05,14,2018,3,28,5.14,0.25,0.44457,0.07665,0,0,0,0,0.52122,28/03/2018,14
ESA-05,17,2018,3,28,5.17,0.25,0.52122,0.09709,0,0,0,0,0.61831,28/03/2018,14
ESA-05,18,2018,3,28,5.18,0.25,0.96579,0.10731,0,0,0,0,1.0731,28/03/2018,14
ESA-05,19,2018,3,28,5.19,0.25,0.10731,0,0,0,0,0,0.10731,28/03/2018,14
ESA-05,7,2018,4,10,5.7,0.25,0.671375385,0.005503077,0,0,0,0.066036923,0.742915385,10/04/2018,13
ESA-05,8,2018,4,10,5.8,0.25,1.887555385,0.049527692,0,0,0,0,1.937083077,10/04/2018,13
ESA-05,9,2018,4,10,5.9,0.25,0.033018462,0,0,0,0,0.011006154,0.044024615,10/04/2018,13
ESA-05,12,2018,4,10,5.12,0.25,1.639916923,0.011006154,0,0,0,0,1.650923077,10/04/2018,13
ESA-05,13,2018,4,10,5.13,0.25,3.593509231,0.033018462,0,0,0,0,3.626527692,10/04/2018,13
ESA-05,14,2018,4,10,5.14,0.25,0.170595385,0.016509231,0.027515385,0,0,0,0.21462,10/04/2018,13
ESA-05,17,2018,4,10,5.17,0.25,0.50078,0,0,0,0,0,0.50078,10/04/2018,13
ESA-05,18,2018,4,10,5.18,0.25,0.42924,0.044024615,0.011006154,0,0,0,0.484270769,10/04/2018,13
ESA-05,19,2018,4,10,5.19,0.25,0,0.033018462,0.044024615,0,0,0,0.077043077,10/04/2018,13
ESA-05,7,2018,4,25,5.7,0.25,1.111254667,0.076309333,0,0,0,0,1.187564,25/04/2018,15
ESA-05,8,2018,4,25,5.8,0.25,0.810786667,0.028616,0,0,0,0,0.839402667,25/04/2018,15
ESA-05,9,2018,4,25,5.9,0.25,0.019077333,0,0,0,0,0,0.019077333,25/04/2018,15
ESA-05,12,2018,4,25,5.12,0.25,1.597726667,0.023846667,0,0,0,0.023846667,1.64542,25/04/2018,15
ESA-05,13,2018,4,25,5.13,0.25,1.664497333,0.028616,0,0,0,0,1.693113333,25/04/2018,15
ESA-05,14,2018,4,25,5.14,0.25,1.254334667,0.004769333,0,0,0,0,1.259104,25/04/2018,15
ESA-05,17,2018,4,25,5.17,0.25,0.023846667,0.014308,0,0,0,0,0.038154667,25/04/2018,15
ESA-05,18,2018,4,25,5.18,0.25,0.677245333,0.128772,0.009538667,0,0,0.004769333,0.820325333,25/04/2018,15
ESA-05,19,2018,4,25,5.19,0.25,0.934789333,0.019077333,0,0,0,0,0.953866667,25/04/2018,15
ESA-05,7,2018,5,9,5.7,0.25,2.555,0.41391,0,0,0,0,2.96891,09/05/2018,14
ESA-05,8,2018,5,9,5.8,0.25,0.68474,0.12775,0,0,0,0,0.81249,09/05/2018,14
ESA-05,9,2018,5,9,5.9,0.25,0.01022,0,0,0,0,0.00511,0.01533,09/05/2018,14
ESA-05,12,2018,5,9,5.12,0.25,2.66742,0.04088,0,0,0,0,2.7083,09/05/2018,14
ESA-05,13,2018,5,9,5.13,0.25,5.62611,0.04088,0,0,0,0,5.66699,09/05/2018,14
ESA-05,14,2018,5,9,5.14,0.25,0.78694,0.03066,0,0,0,0,0.8176,09/05/2018,14
ESA-05,17,2018,5,9,5.17,0.25,0.30149,0.14819,0,0,0,0.1533,0.60298,09/05/2018,14
ESA-05,18,2018,5,9,5.18,0.25,1.44613,0.13286,0.01533,0,0,0,1.59432,09/05/2018,14
ESA-05,19,2018,5,9,5.19,0.25,0.65408,0,0.00511,0,0,0,0.65919,09/05/2018,14
ESA-05,7,2018,5,23,5.7,0.25,1.1753,0.01022,0.01022,0,0,0,1.19574,23/05/2018,14
ESA-05,8,2018,5,23,5.8,0.25,1.74762,0.09709,0,0,0,0,1.84471,23/05/2018,14
ESA-05,9,2018,5,23,5.9,0.25,0.19929,0,0,0,0,0,0.19929,23/05/2018,14
ESA-05,12,2018,5,23,5.12,0.25,4.07778,0.60809,0,0,0,0,4.68587,23/05/2018,14
ESA-05,13,2018,5,23,5.13,0.25,1.3286,0.09198,0.02044,0,0,0,1.44102,23/05/2018,14
ESA-05,14,2018,5,23,5.14,0.25,1.49212,0.22995,0.01533,0,0,0,1.7374,23/05/2018,14
ESA-05,17,2018,5,23,5.17,0.25,2.8616,0.01022,0,0,0,0.22484,3.09666,23/05/2018,14
ESA-05,18,2018,5,23,5.18,0.25,2.555,0.66941,0.02044,0,0,0,3.24485,23/05/2018,14
ESA-05,19,2018,5,23,5.19,0.25,0.81249,0.17885,0.00511,0,0,0,0.99645,23/05/2018,14
ESA-05,7,2018,6,8,5.7,0.25,2.82135875,0.0089425,0,0,0,0.01341375,2.843715,08/06/2018,16
ESA-05,8,2018,6,8,5.8,0.25,0.83612375,0.00447125,0,0,0,0,0.840595,08/06/2018,16
ESA-05,9,2018,6,8,5.9,0.25,0,0,0,0,0,0,0,08/06/2018,16
ESA-05,12,2018,6,8,5.12,0.25,4.48466375,0.0089425,0,0,0,0,4.49360625,08/06/2018,16
ESA-05,13,2018,6,8,5.13,0.25,2.88395625,0.053655,0,0,0,0,2.93761125,08/06/2018,16
ESA-05,14,2018,6,8,5.14,0.25,2.30269375,0,0.053655,0,0,0,2.35634875,08/06/2018,16
ESA-05,17,2018,6,8,5.17,0.25,0.9031925,0,0,0,0,0.0089425,0.912135,08/06/2018,16
ESA-05,18,2018,6,8,5.18,0.25,4.93178875,0,0,0,0,0,4.93178875,08/06/2018,16
ESA-05,19,2018,6,8,5.19,0.25,4.04648125,0.0447125,0,0,0,0,4.09119375,08/06/2018,16
ESA-05,7,2018,6,22,5.7,0.25,4.1902,0.06643,0,0,0,0.01022,4.26685,22/06/2018,14
ESA-05,8,2018,6,22,5.8,0.25,1.56366,0.01533,0,0,0,0,1.57899,22/06/2018,14
ESA-05,9,2018,6,22,5.9,0.25,0.01533,0,0,0,0,0,0.01533,22/06/2018,14
ESA-05,12,2018,6,22,5.12,0.25,3.46458,0.02044,0,0,0,0,3.48502,22/06/2018,14
ESA-05,13,2018,6,22,5.13,0.25,2.94847,0.00511,0,0,0,0.00511,2.95869,22/06/2018,14
ESA-05,14,2018,6,22,5.14,0.25,2.51412,0,0.16352,0,0,0,2.67764,22/06/2018,14
ESA-05,17,2018,6,22,5.17,0.25,4.88005,0.11242,0,0,0,0.01022,5.00269,22/06/2018,14
ESA-05,18,2018,6,22,5.18,0.25,3.61277,0.01533,0.01022,0,0,0,3.63832,22/06/2018,14
ESA-05,19,2018,6,22,5.19,0.25,0.74095,0.3066,0,0,0,0,1.04755,22/06/2018,14
ESA-05,7,2018,7,2,5.7,0.25,6.138132,0.042924,0,0,0,0,6.181056,02/07/2018,10
ESA-05,8,2018,7,2,5.8,0.25,1.03733,0,0,0,0,0,1.03733,02/07/2018,10
ESA-05,9,2018,7,2,5.9,0.25,0,0,0,0,0,0,0,02/07/2018,10
ESA-05,12,2018,7,2,5.12,0.25,1.14464,0,0,0,0,0,1.14464,02/07/2018,10
ESA-05,13,2018,7,2,5.13,0.25,2.489592,0,0,0,0,0,2.489592,02/07/2018,10
ESA-05,14,2018,7,2,5.14,0.25,1.166102,0,0.271852,0,0,0.007154,1.445108,02/07/2018,10
ESA-05,17,2018,7,2,5.17,0.25,0.629552,0.014308,0,0,0,0.042924,0.686784,02/07/2018,10
ESA-05,18,2018,7,2,5.18,0.25,0.85848,0,0,0,0,0,0.85848,02/07/2018,10
ESA-05,19,2018,7,2,5.19,0.25,0.636706,0.021462,0,0,0,0,0.658168,02/07/2018,10
ESA-05,7,2018,7,17,5.7,0.25,11.145932,0.128772,0,0,0,0,11.274704,17/07/2018,15
ESA-05,8,2018,7,17,5.8,0.25,1.516648,0.095386667,0,0,0,0,1.612034667,17/07/2018,15
ESA-05,9,2018,7,17,5.9,0.25,0.042924,0.019077333,0.009538667,0,0,0,0.07154,17/07/2018,15
ESA-05,12,2018,7,17,5.12,0.25,2.012658667,0.152618667,0,0,0,0,2.165277333,17/07/2018,15
ESA-05,13,2018,7,17,5.13,0.25,4.340093333,0.081078667,0.019077333,0,0,0.014308,4.454557333,17/07/2018,15
ESA-05,14,2018,7,17,5.14,0.25,5.231958667,1.211410667,0.147849333,0,0,0.209850667,6.801069333,17/07/2018,15
ESA-05,17,2018,7,17,5.17,0.25,1.736037333,0.395854667,0,0,0,0.009538667,2.141430667,17/07/2018,15
ESA-05,18,2018,7,17,5.18,0.25,9.080810667,0.386316,0.028616,0,0,0,9.495742667,17/07/2018,15
ESA-05,19,2018,7,17,5.19,0.25,1.292489333,0.114464,0,0,0,0,1.406953333,17/07/2018,15
ESA-05,7,2018,7,30,5.7,0.25,10.53288923,0.451252308,0,0,0,0.022012308,11.00615385,30/07/2018,13
ESA-05,8,2018,7,30,5.8,0.25,3.021189231,0.302669231,0,0,0,0,3.323858462,30/07/2018,13
ESA-05,9,2018,7,30,5.9,0.25,1.634413846,0.016509231,0.005503077,0,0,0,1.656426154,30/07/2018,13
ESA-05,12,2018,7,30,5.12,0.25,1.463818462,0.242135385,0,0,0,0,1.705953846,30/07/2018,13
ESA-05,13,2018,7,30,5.13,0.25,6.185458462,0.247638462,0,0,0,0,6.433096923,30/07/2018,13
ESA-05,14,2018,7,30,5.14,0.25,7.016423077,5.475561538,0.126570769,0,0,0,12.61855538,30/07/2018,13
ESA-05,17,2018,7,30,5.17,0.25,1.667432308,0.418233846,0,0,0,0.038521538,2.124187692,30/07/2018,13
ESA-05,18,2018,7,30,5.18,0.25,5.877286154,0.253141538,0,0,0,0,6.130427692,30/07/2018,13
ESA-05,19,2018,7,30,5.19,0.25,4.275890769,0.264147692,0.005503077,0,0,0,4.545541538,30/07/2018,13
ESA-05,7,2018,8,14,5.7,0.25,14.17445867,0.519857333,0.009538667,0,0,0,14.70385467,14/08/2018,15
ESA-05,8,2018,8,14,5.8,0.25,3.29084,0.124002667,0,0,0,0,3.414842667,14/08/2018,15
ESA-05,9,2018,8,14,5.9,0.25,1.678805333,0,0,0,0,0,1.678805333,14/08/2018,15
ESA-05,12,2018,8,14,5.12,0.25,2.232048,0.009538667,0.004769333,0,0,0,2.246356,14/08/2018,15
ESA-05,13,2018,8,14,5.13,0.25,2.780521333,0.066770667,0,0,0.028616,0,2.875908,14/08/2018,15
ESA-05,14,2018,8,14,5.14,0.25,4.378248,0.42924,0.028616,0.162157333,0,0,4.998261333,14/08/2018,15
ESA-05,17,2018,8,14,5.17,0.25,7.492622667,0,0,0,0,0.047693333,7.540316,14/08/2018,15
ESA-05,18,2018,8,14,5.18,0.25,6.414753333,1.306797333,0,0,0,0.009538667,7.731089333,14/08/2018,15
ESA-05,19,2018,8,14,5.19,0.25,4.111165333,0.109694667,0,0,0,0,4.22086,14/08/2018,15
ESA-05,7,2018,8,28,5.7,0.25,10.51638,1.21107,0.36281,0,0,0.04088,12.13114,28/08/2018,14
ESA-05,8,2018,8,28,5.8,0.25,3.43392,0.13286,0,0,0,0,3.56678,28/08/2018,14
ESA-05,9,2018,8,28,5.9,0.25,0.6643,0.34748,0.01533,0,0,0,1.02711,28/08/2018,14
ESA-05,12,2018,8,28,5.12,0.25,2.08999,0.88403,0.00511,0.00511,0,0.00511,2.98935,28/08/2018,14
ESA-05,13,2018,8,28,5.13,0.25,5.70787,1.66075,0.00511,0.07154,0.1533,0.00511,7.60368,28/08/2018,14
ESA-05,14,2018,8,28,5.14,0.25,6.26997,1.34904,0.04599,0,0,0,7.665,28/08/2018,14
ESA-05,17,2018,8,28,5.17,0.25,3.45436,0.23506,0,0,0,0,3.68942,28/08/2018,14
ESA-05,18,2018,8,28,5.18,0.25,13.90431,2.12065,0.01533,0.01533,0,0.01533,16.07095,28/08/2018,14
ESA-05,19,2018,8,28,5.19,0.25,4.52746,0.76139,0,0,0,0.00511,5.29396,28/08/2018,14
ESA-05,7,2018,9,9,5.7,0.25,6.003398333,0.017885,0.10731,0,0,0,6.128593333,09/09/2018,12
ESA-05,8,2018,9,9,5.8,0.25,2.819868333,0.131156667,0,0,0,0,2.951025,09/09/2018,12
ESA-05,9,2018,9,9,5.9,0.25,0.339815,0.005961667,0,0,0,0,0.345776667,09/09/2018,12
ESA-05,12,2018,9,9,5.12,0.25,1.377145,0.149041667,0.005961667,0,0,0,1.532148333,09/09/2018,12
ESA-05,13,2018,9,9,5.13,0.25,2.891408333,0.029808333,0,0,0,0,2.921216667,09/09/2018,12
ESA-05,14,2018,9,9,5.14,0.25,4.876643333,0,0,0,0,0.005961667,4.882605,09/09/2018,12
ESA-05,17,2018,9,9,5.17,0.25,2.25351,0.017885,0.011923333,0.023846667,0.029808333,0,2.336973333,09/09/2018,12
ESA-05,18,2018,9,9,5.18,0.25,8.113828333,0.369623333,0,0.017885,0,0,8.501336667,09/09/2018,12
ESA-05,19,2018,9,9,5.19,0.25,2.193893333,0.023846667,0,0,0,0,2.21774,09/09/2018,12
ESA-05,7,2018,9,26,5.7,0.25,2.125158824,0.021041176,0.025249412,0,0.004208235,0,2.175657647,26/09/2018,17
ESA-05,8,2018,9,26,5.8,0.25,0.883729412,0.012624706,0.012624706,0,0,0,0.908978824,26/09/2018,17
ESA-05,9,2018,9,26,5.9,0.25,0.479738824,0.008416471,0,0,0,0.004208235,0.492363529,26/09/2018,17
ESA-05,12,2018,9,26,5.12,0.25,1.060475294,0.008416471,0.054707059,0,0.008416471,0.008416471,1.140431765,26/09/2018,17
ESA-05,13,2018,9,26,5.13,0.25,1.211971765,0.159912941,0.004208235,0,0,0,1.376092941,26/09/2018,17
ESA-05,14,2018,9,26,5.14,0.25,8.706838824,0.042082353,0,0.223036471,0,0.004208235,8.976165882,26/09/2018,17
ESA-05,17,2018,9,26,5.17,0.25,4.132487059,0.138871765,0.033665882,0,0,0,4.305024706,26/09/2018,17
ESA-05,18,2018,9,26,5.18,0.25,12.50687529,0.660692941,0.004208235,0,0.004208235,0,13.17598471,26/09/2018,17
ESA-05,19,2018,9,26,5.19,0.25,1.199347059,0.21462,0,0,0,0,1.413967059,26/09/2018,17
ESA-05,7,2018,10,10,5.7,0.25,0.99645,0.53144,0.08687,0,0,0,1.61476,10/10/2018,14
ESA-05,8,2018,10,10,5.8,0.25,0.46501,0.06643,0.01022,0,0,0.00511,0.54677,10/10/2018,14
ESA-05,9,2018,10,10,5.9,0.25,0.06643,0.01022,0.01022,0,0,0,0.08687,10/10/2018,14
ESA-05,12,2018,10,10,5.12,0.25,0.11753,0.04088,0.3066,0,0,0,0.46501,10/10/2018,14
ESA-05,13,2018,10,10,5.13,0.25,0.37303,0.23506,0.01022,0,0,0,0.61831,10/10/2018,14
ESA-05,14,2018,10,10,5.14,0.25,1.34904,0.01022,0.07665,0,0,0,1.43591,10/10/2018,14
ESA-05,17,2018,10,10,5.17,0.25,0.14819,0.07154,0.03066,0.03066,0,0,0.28105,10/10/2018,14
ESA-05,18,2018,10,10,5.18,0.25,1.022,1.29283,0.12775,0.01533,0,0,2.45791,10/10/2018,14
ESA-05,19,2018,10,10,5.19,0.25,0.65919,0.01022,0,0,0,0,0.66941,10/10/2018,14
ESA-05,7,2018,10,23,5.7,0.25,0.055030769,0.055030769,0.082546154,0.022012308,0,0,0.21462,23/10/2018,13
ESA-05,8,2018,10,23,5.8,0.25,0.137576923,0.110061538,0.14308,0,0,0,0.390718462,23/10/2018,13
ESA-05,9,2018,10,23,5.9,0.25,0,0,0.038521538,0,0,0,0.038521538,23/10/2018,13
ESA-05,12,2018,10,23,5.12,0.25,0.165092308,0.088049231,0.21462,0,0,0,0.467761538,23/10/2018,13
ESA-05,13,2018,10,23,5.13,0.25,0.088049231,0,0.055030769,0,0,0,0.14308,23/10/2018,13
ESA-05,14,2018,10,23,5.14,0.25,1.474824615,0.033018462,0.181601538,0,0,0,1.689444615,23/10/2018,13
ESA-05,17,2018,10,23,5.17,0.25,0.022012308,0.049527692,0.011006154,0.110061538,0,0,0.192607692,23/10/2018,13
ESA-05,18,2018,10,23,5.18,0.25,2.107678462,0.649363077,0.242135385,0,0,0,2.999176923,23/10/2018,13
ESA-05,19,2018,10,23,5.19,0.25,0.21462,0,0.022012308,0,0,0,0.236632308,23/10/2018,13
ESA-05,7,2018,11,6,5.7,0.25,0.08687,0.2555,0.08176,0,0,0,0.42413,06/11/2018,14
ESA-05,8,2018,11,6,5.8,0.25,0.19929,0.00511,0.2044,0,0,0,0.4088,06/11/2018,14
ESA-05,9,2018,11,6,5.9,0.25,0.07154,0,0,0,0,0,0.07154,06/11/2018,14
ESA-05,12,2018,11,6,5.12,0.25,0.38325,0.01533,0.19418,0,0,0,0.59276,06/11/2018,14
ESA-05,13,2018,11,6,5.13,0.25,0.14819,0.02555,0,0,0,0,0.17374,06/11/2018,14
ESA-05,14,2018,11,6,5.14,0.25,1.11909,0.07665,0.37303,0,0.07154,0,1.64031,06/11/2018,14
ESA-05,17,2018,11,6,5.17,0.25,0,0.00511,0.02044,0,0,0,0.02555,06/11/2018,14
ESA-05,18,2018,11,6,5.18,0.25,0.7154,0.05621,0.02555,0,0,0,0.79716,06/11/2018,14
ESA-05,19,2018,11,6,5.19,0.25,0.00511,0.04599,0.01022,0,0,0,0.06132,06/11/2018,14
ESA-05,7,2018,11,21,5.7,0.25,0.052462667,0.047693333,0.023846667,0,0,0.004769333,0.128772,21/11/2018,15
ESA-05,8,2018,11,21,5.8,0.25,0.233697333,0.028616,0.009538667,0,0,0.004769333,0.276621333,21/11/2018,15
ESA-05,9,2018,11,21,5.9,0.25,0,0,0.004769333,0,0,0,0.004769333,21/11/2018,15
ESA-05,12,2018,11,21,5.12,0.25,0.233697333,0.023846667,0.009538667,0.310006667,0,0.009538667,0.586628,21/11/2018,15
ESA-05,13,2018,11,21,5.13,0.25,0.467394667,0,0.014308,0.014308,0,0,0.496010667,21/11/2018,15
ESA-05,14,2018,11,21,5.14,0.25,0.863249333,0,0.081078667,1.111254667,0,0.014308,2.069890667,21/11/2018,15
ESA-05,17,2018,11,21,5.17,0.25,0.028616,0.004769333,0,0,0,0,0.033385333,21/11/2018,15
ESA-05,18,2018,11,21,5.18,0.25,0.853710667,0,0.038154667,0.014308,0,0,0.906173333,21/11/2018,15
ESA-05,19,2018,11,21,5.19,0.25,0.343392,0,0.057232,0.076309333,0,0,0.476933333,21/11/2018,15
ESA-05,7,2018,12,5,5.7,0.25,0.01533,0.06132,0.00511,0,0,0,0.08176,05/12/2018,14
ESA-05,8,2018,12,5,5.8,0.25,0.26061,0.03066,0.00511,0,0,0.02044,0.31682,05/12/2018,14
ESA-05,9,2018,12,5,5.9,0.25,0,0.00511,0,0,0,0.03577,0.04088,05/12/2018,14
ESA-05,12,2018,12,5,5.12,0.25,0.79716,0.06643,0,0.44968,0,0,1.31327,05/12/2018,14
ESA-05,13,2018,12,5,5.13,0.25,0.42924,0.00511,0.00511,0.05621,0,0,0.49567,05/12/2018,14
ESA-05,14,2018,12,5,5.14,0.25,0.26572,1.4308,0.0511,0.1022,0,0.04599,1.89581,05/12/2018,14
ESA-05,17,2018,12,5,5.17,0.25,0.01022,0.0511,0,0,0,0.01533,0.07665,05/12/2018,14
ESA-05,18,2018,12,5,5.18,0.25,0.53655,0.02044,0.02555,0,0,0,0.58254,05/12/2018,14
ESA-05,19,2018,12,5,5.19,0.25,0.01022,0.01022,0,0.02044,0,0,0.04088,05/12/2018,14
ESA-05,7,2018,12,19,5.7,0.25,0.24017,0.13797,0.01533,0.01022,0,0,0.40369,19/12/2018,14
ESA-05,8,2018,12,19,5.8,0.25,0.42924,0.19418,0,0.03577,0,0.01533,0.67452,19/12/2018,14
ESA-05,9,2018,12,19,5.9,0.25,0.01022,0.02044,0,0,0,0,0.03066,19/12/2018,14
ESA-05,12,2018,12,19,5.12,0.25,1.13442,0.34748,0,0.17374,0.02044,0,1.67608,19/12/2018,14
ESA-05,13,2018,12,19,5.13,0.25,0.22484,0.03577,0,0,0,0,0.26061,19/12/2018,14
ESA-05,14,2018,12,19,5.14,0.25,0.29638,0.54166,0.01533,0.33726,0,0,1.19063,19/12/2018,14
ESA-05,17,2018,12,19,5.17,0.25,0.18396,0.07154,0,0,0,0,0.2555,19/12/2018,14
ESA-05,18,2018,12,19,5.18,0.25,0.40369,0.27083,0,0.01533,0,0,0.68985,19/12/2018,14
ESA-05,19,2018,12,19,5.19,0.25,1.01178,0.02044,0.01533,0,0,0.01022,1.05777,19/12/2018,14
ESA-05,7,2019,1,3,5.7,0.25,0.348161333,0.119233333,0,0,0,0,0.467394667,03/01/2019,15
ESA-05,8,2019,1,3,5.8,0.25,0.352930667,0.028616,0,0.114464,0,0.009538667,0.505549333,03/01/2019,15
ESA-05,9,2019,1,3,5.9,0.25,0,0,0,0,0,0,0,03/01/2019,15
ESA-05,12,2019,1,3,5.12,0.25,0.906173333,0.042924,0,0.042924,0,0.004769333,0.996790667,03/01/2019,15
ESA-05,13,2019,1,3,5.13,0.25,0.038154667,0.090617333,0,0,0,0,0.128772,03/01/2019,15
ESA-05,14,2019,1,3,5.14,0.25,0.64386,0.009538667,0.047693333,0,0,0.200312,0.901404,03/01/2019,15
ESA-05,17,2019,1,3,5.17,0.25,0.014308,0.019077333,0,0,0,0,0.033385333,03/01/2019,15
ESA-05,18,2019,1,3,5.18,0.25,1.912502667,0.076309333,0,0,0,0,1.988812,03/01/2019,15
ESA-05,19,2019,1,3,5.19,0.25,0.224158667,0,0,0,0,0,0.224158667,03/01/2019,15
ESA-05,7,2019,1,21,5.7,0.25,0.127182222,0.019872222,0,0.151028889,0.003974444,0,0.302057778,21/01/2019,18
ESA-05,8,2019,1,21,5.8,0.25,0.468984444,0.011923333,0,0.059616667,0,0.003974444,0.544498889,21/01/2019,18
ESA-05,9,2019,1,21,5.9,0.25,0.003974444,0,0,0,0,0.007948889,0.011923333,21/01/2019,18
ESA-05,12,2019,1,21,5.12,0.25,1.267847778,0.015897778,0,0.059616667,0,0,1.343362222,21/01/2019,18
ESA-05,13,2019,1,21,5.13,0.25,0.838607778,0.003974444,0.043718889,0,0,0,0.886301111,21/01/2019,18
ESA-05,14,2019,1,21,5.14,0.25,0.310006667,0.007948889,0.007948889,0.417316667,0,0.242441111,0.985662222,21/01/2019,18
ESA-05,17,2019,1,21,5.17,0.25,0,0.055642222,0.03577,0,0,0.003974444,0.095386667,21/01/2019,18
